âge,profession,état_civil,éducation,défaut,solde,prêt_logement,prêt_personnel,contact,jour,mois,durée,campagne,jours_précédents,précédent,résultat_précédent,souscription
33,services,célibataire,secondaire,non,1852,non,non,téléphone fixe,25,févr,371,1,204,3,autre,non
25,services,célibataire,secondaire,non,94,non,non,inconnu,25,févr,32,1,-1,0,inconnu,non
71,entrepreneur,marié,supérieur,non,15265,non,non,mobile,25,févr,865,1,192,2,échec,non
63,retraité,marié,inconnu,non,1849,non,non,mobile,25,févr,125,6,177,2,échec,non
27,services,célibataire,secondaire,non,195,oui,non,mobile,25,févr,416,3,-1,0,inconnu,oui
33,technicien,marié,supérieur,non,8023,non,non,mobile,25,févr,196,1,87,4,échec,non
56,cadre,marié,inconnu,non,4623,non,non,mobile,25,févr,305,1,192,1,succès,oui
63,technicien,marié,secondaire,non,973,non,non,mobile,25,févr,318,1,388,1,succès,oui
59,technicien,marié,secondaire,non,7766,oui,non,mobile,25,févr,1422,1,461,1,échec,oui
22,étudiant,célibataire,secondaire,non,948,non,non,téléphone fixe,25,févr,169,1,191,3,succès,oui
30,étudiant,célibataire,secondaire,non,48,non,non,mobile,25,févr,217,1,191,2,succès,oui
66,cadre,marié,inconnu,non,2149,oui,non,mobile,25,févr,98,1,87,10,échec,oui
70,cadre,marié,secondaire,non,4,non,non,mobile,25,févr,511,5,125,4,échec,non
36,cadre,célibataire,supérieur,non,688,non,non,mobile,25,févr,293,3,268,2,échec,non
74,retraité,marié,primaire,non,1413,non,non,mobile,25,févr,385,2,-1,0,inconnu,oui
27,technicien,marié,secondaire,non,241,non,oui,inconnu,26,févr,889,1,-1,0,inconnu,non
24,étudiant,célibataire,secondaire,non,486,non,non,mobile,26,févr,281,2,270,2,autre,non
52,technicien,marié,secondaire,non,117,non,non,mobile,26,févr,959,3,186,6,succès,oui
71,retraité,divorcé,secondaire,non,0,non,non,mobile,26,févr,771,1,171,1,succès,oui
33,cadre,marié,supérieur,non,71,non,non,mobile,26,févr,335,3,102,2,échec,oui
56,technicien,marié,secondaire,non,1938,non,oui,mobile,26,févr,229,1,192,4,succès,oui
47,administratif,marié,inconnu,non,66,non,non,mobile,26,févr,297,1,203,1,succès,non
34,indépendant,marié,secondaire,non,173,non,non,inconnu,26,févr,36,1,-1,0,inconnu,non
37,cadre,marié,supérieur,non,3654,non,non,mobile,26,févr,262,1,274,2,autre,non
30,cadre,célibataire,supérieur,non,5359,non,non,mobile,26,févr,427,1,191,3,succès,oui
28,étudiant,célibataire,secondaire,non,1925,non,non,mobile,26,févr,139,1,93,3,succès,non
27,ouvrier,célibataire,secondaire,non,23,non,non,mobile,26,févr,590,2,-1,0,inconnu,non
73,retraité,marié,inconnu,non,519,non,non,téléphone fixe,26,févr,270,3,133,2,succès,oui
48,technicien,marié,secondaire,non,3519,non,oui,mobile,26,févr,229,1,60,2,échec,non
67,retraité,marié,primaire,non,8465,non,non,mobile,26,févr,234,1,-1,0,inconnu,non
60,femme de ménage,marié,primaire,non,211,non,non,mobile,26,févr,480,2,189,1,échec,non
57,chômeur,divorcé,secondaire,non,79,oui,non,inconnu,1,mars,60,1,592,2,échec,non
38,technicien,célibataire,secondaire,non,0,non,non,inconnu,1,mars,10,1,-1,0,inconnu,non
65,chômeur,marié,secondaire,non,3195,non,non,téléphone fixe,2,mars,904,1,-1,0,inconnu,oui
59,cadre,marié,supérieur,non,315,non,non,mobile,2,mars,591,1,176,2,échec,oui
37,cadre,marié,supérieur,non,1113,non,non,mobile,2,mars,229,1,182,1,succès,oui
28,ouvrier,célibataire,secondaire,non,-46,oui,non,mobile,2,mars,525,1,89,11,échec,oui
29,administratif,célibataire,supérieur,non,8,non,oui,mobile,2,mars,107,1,-1,0,inconnu,non
27,technicien,célibataire,supérieur,non,1075,non,non,mobile,2,mars,658,1,-1,0,inconnu,oui
49,administratif,célibataire,supérieur,non,228,oui,non,mobile,2,mars,368,1,-1,0,inconnu,oui
31,administratif,célibataire,supérieur,non,4129,non,non,mobile,2,mars,105,1,182,1,échec,non
38,services,célibataire,secondaire,non,91,non,non,mobile,2,mars,207,1,-1,0,inconnu,oui
36,technicien,célibataire,secondaire,non,1407,non,non,mobile,2,mars,328,1,109,3,autre,non
28,technicien,célibataire,secondaire,non,598,oui,non,mobile,2,mars,177,1,288,2,échec,oui
51,technicien,marié,supérieur,non,0,non,non,mobile,2,mars,539,2,-1,0,inconnu,oui
26,services,célibataire,secondaire,non,162,oui,non,mobile,2,mars,185,2,130,8,autre,non
56,retraité,marié,primaire,non,1947,non,non,mobile,2,mars,225,2,123,5,échec,oui
37,cadre,célibataire,supérieur,non,1027,oui,non,mobile,2,mars,313,1,152,2,succès,oui
47,technicien,marié,primaire,non,235,non,non,mobile,2,mars,136,2,203,1,autre,oui
60,retraité,divorcé,supérieur,non,2,non,non,mobile,2,mars,228,4,390,2,autre,oui
42,technicien,marié,secondaire,non,4945,oui,non,mobile,2,mars,311,2,-1,0,inconnu,oui
27,étudiant,célibataire,supérieur,non,311,non,non,téléphone fixe,2,mars,187,3,322,1,autre,oui
40,chômeur,célibataire,supérieur,non,7968,non,non,mobile,2,mars,263,2,180,2,succès,oui
25,étudiant,célibataire,secondaire,non,154,non,non,mobile,3,mars,141,1,180,2,échec,oui
90,retraité,divorcé,primaire,non,712,non,non,téléphone fixe,3,mars,557,1,-1,0,inconnu,oui
29,étudiant,célibataire,inconnu,non,7585,non,non,mobile,3,mars,145,2,198,1,échec,oui
29,technicien,célibataire,supérieur,non,2489,oui,non,mobile,3,mars,355,1,86,5,échec,oui
68,retraité,marié,secondaire,non,1146,non,non,mobile,3,mars,153,2,110,3,succès,oui
38,administratif,marié,secondaire,non,1559,non,non,mobile,3,mars,136,2,280,1,échec,oui
34,administratif,marié,secondaire,non,5320,non,non,mobile,3,mars,114,6,467,5,autre,non
23,étudiant,célibataire,secondaire,non,287,non,non,téléphone fixe,3,mars,700,3,180,1,autre,non
66,femme de ménage,divorcé,primaire,non,3701,non,non,téléphone fixe,3,mars,834,1,-1,0,inconnu,oui
47,cadre,marié,supérieur,non,0,oui,non,mobile,4,mars,194,2,181,3,échec,non
63,retraité,marié,secondaire,non,2896,non,non,mobile,4,mars,180,2,-1,0,inconnu,oui
32,cadre,célibataire,supérieur,non,354,non,non,mobile,4,mars,177,2,133,5,autre,oui
34,étudiant,célibataire,inconnu,non,242,non,non,téléphone fixe,4,mars,364,2,244,2,échec,non
32,cadre,marié,supérieur,non,2667,oui,non,mobile,4,mars,251,1,181,4,échec,oui
42,cadre,marié,supérieur,non,144,non,non,mobile,4,mars,148,1,87,4,échec,oui
39,technicien,marié,supérieur,non,508,non,non,mobile,4,mars,431,1,122,3,échec,non
30,cadre,marié,supérieur,non,359,non,non,mobile,4,mars,117,2,-1,0,inconnu,non
58,femme de ménage,célibataire,secondaire,non,11494,non,non,téléphone fixe,4,mars,220,7,-1,0,inconnu,non
26,administratif,célibataire,supérieur,non,760,oui,non,mobile,4,mars,456,2,281,5,succès,oui
63,inconnu,marié,secondaire,non,367,non,non,téléphone fixe,4,mars,262,1,178,6,échec,non
73,retraité,célibataire,secondaire,non,1050,non,non,mobile,4,mars,562,3,181,2,échec,oui
70,retraité,divorcé,secondaire,non,6850,non,non,téléphone fixe,5,mars,252,3,183,1,échec,non
68,retraité,marié,supérieur,non,2820,non,non,mobile,5,mars,158,1,92,3,succès,non
26,étudiant,célibataire,secondaire,non,5296,non,non,mobile,5,mars,229,1,205,1,échec,oui
33,cadre,marié,supérieur,non,1390,non,non,mobile,5,mars,77,1,179,5,échec,non
60,administratif,marié,secondaire,non,12980,non,non,mobile,5,mars,115,1,-1,0,inconnu,oui
25,ouvrier,célibataire,secondaire,non,509,non,non,mobile,5,mars,418,1,-1,0,inconnu,oui
64,retraité,marié,supérieur,non,1644,non,non,téléphone fixe,5,mars,341,4,179,4,succès,oui
26,étudiant,célibataire,supérieur,non,294,non,non,mobile,5,mars,87,1,91,2,succès,oui
27,administratif,célibataire,secondaire,non,3529,non,oui,mobile,5,mars,162,1,179,2,échec,non
68,retraité,marié,primaire,non,451,non,non,mobile,5,mars,373,1,-1,0,inconnu,oui
30,ouvrier,marié,primaire,non,201,oui,non,mobile,5,mars,116,7,186,13,succès,non
30,technicien,marié,supérieur,non,3192,oui,non,mobile,5,mars,172,2,-1,0,inconnu,non
39,services,marié,secondaire,non,53,non,non,inconnu,5,mars,257,1,394,1,échec,oui
54,femme de ménage,marié,supérieur,non,2473,non,non,mobile,5,mars,607,2,-1,0,inconnu,oui
40,chômeur,célibataire,secondaire,non,334,non,non,mobile,5,mars,219,1,91,6,autre,oui
46,administratif,marié,secondaire,non,0,oui,non,mobile,5,mars,135,1,-1,0,inconnu,non
64,retraité,marié,secondaire,non,1220,non,non,mobile,5,mars,84,1,88,1,échec,non
37,cadre,marié,supérieur,non,6771,non,non,mobile,5,mars,319,1,-1,0,inconnu,oui
36,services,marié,secondaire,non,52,oui,non,mobile,5,mars,498,2,179,7,succès,oui
33,cadre,divorcé,supérieur,non,2240,non,non,mobile,8,mars,264,2,278,1,succès,oui
34,administratif,marié,supérieur,non,798,oui,non,mobile,8,mars,284,2,-1,0,inconnu,non
32,chômeur,célibataire,primaire,non,1429,non,non,mobile,8,mars,150,4,-1,0,inconnu,non
49,indépendant,divorcé,supérieur,non,3293,non,non,mobile,8,mars,111,3,585,6,autre,non
51,cadre,marié,supérieur,non,2635,non,non,mobile,8,mars,209,2,188,3,succès,non
83,retraité,marié,supérieur,non,4761,non,non,téléphone fixe,8,mars,659,1,-1,0,inconnu,oui
45,étudiant,célibataire,inconnu,non,1527,non,non,mobile,8,mars,132,1,-1,0,inconnu,oui
31,technicien,marié,supérieur,non,1570,oui,non,mobile,8,mars,277,4,286,1,échec,oui
38,étudiant,célibataire,inconnu,non,444,non,non,mobile,8,mars,157,3,206,6,succès,non
51,administratif,marié,supérieur,non,0,oui,oui,mobile,8,mars,124,2,-1,0,inconnu,oui
64,chômeur,divorcé,secondaire,non,588,non,non,mobile,8,mars,409,1,-1,0,inconnu,oui
59,chômeur,marié,secondaire,non,957,non,non,mobile,8,mars,301,1,89,2,succès,oui
33,cadre,célibataire,supérieur,non,224,non,non,mobile,8,mars,241,2,-1,0,inconnu,oui
36,ouvrier,marié,inconnu,non,444,non,non,mobile,8,mars,139,6,279,2,échec,non
35,cadre,marié,supérieur,non,2161,non,non,mobile,9,mars,139,2,181,3,succès,oui
69,retraité,marié,inconnu,non,426,non,non,téléphone fixe,9,mars,225,1,90,1,succès,oui
31,cadre,célibataire,supérieur,non,147,non,non,mobile,9,mars,469,1,181,2,succès,oui
73,retraité,marié,primaire,non,508,non,non,mobile,9,mars,176,1,-1,0,inconnu,oui
76,retraité,divorcé,primaire,non,802,non,non,mobile,9,mars,241,1,181,5,succès,oui
35,technicien,marié,secondaire,non,294,oui,non,mobile,9,mars,301,1,90,4,succès,oui
28,cadre,célibataire,supérieur,non,1825,non,non,mobile,9,mars,236,1,-1,0,inconnu,oui
34,cadre,marié,supérieur,non,158,non,non,mobile,9,mars,212,3,181,6,succès,oui
33,cadre,marié,supérieur,non,0,oui,non,mobile,9,mars,305,1,326,1,succès,oui
36,services,marié,secondaire,non,4721,non,non,mobile,9,mars,288,2,90,3,succès,oui
44,cadre,marié,inconnu,non,282,non,non,mobile,9,mars,700,2,154,3,succès,oui
19,étudiant,célibataire,inconnu,non,108,non,non,mobile,9,mars,273,2,182,1,succès,oui
29,cadre,célibataire,supérieur,non,2344,oui,non,mobile,9,mars,265,2,-1,0,inconnu,non
28,cadre,célibataire,supérieur,non,187,non,non,mobile,9,mars,295,1,-1,0,inconnu,oui
51,ouvrier,marié,primaire,non,3764,non,non,téléphone fixe,9,mars,450,3,181,6,succès,oui
52,chômeur,marié,secondaire,non,1416,non,non,mobile,10,mars,436,2,182,1,succès,oui
61,retraité,marié,secondaire,non,2801,oui,oui,mobile,10,mars,239,1,-1,0,inconnu,oui
51,administratif,divorcé,supérieur,non,66,oui,non,mobile,10,mars,138,1,478,2,échec,non
29,administratif,célibataire,secondaire,non,1448,non,non,mobile,10,mars,217,1,184,7,autre,non
70,retraité,marié,inconnu,non,647,non,non,téléphone fixe,10,mars,152,1,348,1,échec,non
46,cadre,divorcé,supérieur,non,461,non,non,mobile,10,mars,127,1,70,2,succès,non
71,retraité,marié,primaire,non,2171,non,non,mobile,10,mars,625,4,-1,0,inconnu,non
39,cadre,marié,supérieur,non,494,non,non,mobile,10,mars,106,2,478,3,échec,oui
58,cadre,marié,supérieur,non,1016,non,non,téléphone fixe,11,mars,78,2,91,1,échec,non
37,cadre,marié,supérieur,non,0,non,non,mobile,11,mars,129,4,107,2,échec,non
26,administratif,célibataire,supérieur,non,3730,oui,non,mobile,11,mars,93,1,98,4,autre,non
79,retraité,marié,primaire,non,3025,non,non,téléphone fixe,11,mars,184,1,90,6,succès,non
37,chômeur,marié,secondaire,non,1978,non,non,mobile,11,mars,335,1,-1,0,inconnu,oui
29,cadre,célibataire,supérieur,non,1351,non,non,mobile,11,mars,228,1,91,1,échec,non
75,retraité,marié,primaire,non,1765,non,non,téléphone fixe,11,mars,282,2,181,2,succès,non
64,retraité,marié,primaire,non,43,non,non,mobile,11,mars,117,1,91,1,succès,non
54,cadre,divorcé,supérieur,non,7010,non,non,mobile,11,mars,275,2,-1,0,inconnu,non
33,indépendant,marié,supérieur,non,1676,oui,non,mobile,12,mars,102,2,184,2,échec,non
27,cadre,célibataire,supérieur,non,948,oui,non,mobile,12,mars,121,2,207,1,échec,non
80,retraité,marié,primaire,non,155,non,non,téléphone fixe,12,mars,290,1,93,2,succès,oui
46,ouvrier,marié,secondaire,non,640,oui,non,mobile,12,mars,215,1,182,4,succès,oui
61,administratif,marié,secondaire,non,4608,non,non,mobile,12,mars,212,1,-1,0,inconnu,oui
72,retraité,marié,secondaire,non,951,non,oui,mobile,12,mars,229,3,339,1,échec,oui
36,cadre,marié,supérieur,non,495,non,non,mobile,12,mars,213,3,182,6,succès,oui
40,cadre,célibataire,supérieur,non,1509,non,non,mobile,15,mars,144,2,124,1,échec,non
41,cadre,marié,supérieur,non,298,non,non,mobile,15,mars,209,2,315,4,échec,non
33,technicien,marié,secondaire,non,1,oui,non,mobile,15,mars,261,4,-1,0,inconnu,non
27,étudiant,célibataire,secondaire,non,3754,non,non,mobile,15,mars,106,3,98,1,autre,non
77,retraité,marié,primaire,non,29340,non,non,mobile,15,mars,257,1,91,2,autre,oui
74,retraité,marié,supérieur,non,1843,non,non,mobile,15,mars,192,1,185,2,succès,oui
30,cadre,marié,supérieur,non,1077,non,non,mobile,15,mars,151,1,96,1,échec,non
25,étudiant,célibataire,inconnu,non,839,non,non,mobile,15,mars,109,1,181,2,autre,non
35,ouvrier,marié,secondaire,non,262,non,non,mobile,15,mars,427,1,181,3,succès,oui
42,administratif,marié,secondaire,non,16517,non,non,mobile,15,mars,549,5,203,4,échec,non
82,retraité,divorcé,primaire,non,0,non,non,téléphone fixe,15,mars,506,2,195,1,autre,oui
33,administratif,célibataire,secondaire,non,206,oui,non,mobile,15,mars,287,2,-1,0,inconnu,non
67,retraité,divorcé,primaire,non,2027,non,non,mobile,15,mars,161,2,-1,0,inconnu,oui
71,retraité,marié,supérieur,non,3561,non,non,téléphone fixe,15,mars,577,7,-1,0,inconnu,oui
75,retraité,divorcé,primaire,non,852,non,non,mobile,15,mars,341,1,-1,0,inconnu,non
41,administratif,divorcé,secondaire,non,6046,oui,oui,téléphone fixe,15,mars,300,6,182,2,succès,oui
51,ouvrier,marié,primaire,non,3844,non,non,mobile,15,mars,195,2,215,1,autre,non
42,cadre,marié,supérieur,non,1205,non,non,téléphone fixe,15,mars,129,1,188,2,succès,non
34,ouvrier,divorcé,supérieur,non,12409,non,non,mobile,16,mars,189,1,480,4,autre,non
38,femme de ménage,célibataire,secondaire,non,465,oui,non,mobile,16,mars,180,1,302,3,succès,oui
38,cadre,marié,inconnu,non,76,non,non,mobile,16,mars,261,1,-1,0,inconnu,oui
60,retraité,marié,secondaire,non,8332,non,non,mobile,16,mars,279,1,194,7,autre,oui
47,femme de ménage,célibataire,supérieur,non,3232,non,non,téléphone fixe,16,mars,294,1,274,2,échec,non
60,retraité,divorcé,secondaire,non,514,non,non,mobile,16,mars,263,1,124,9,autre,oui
53,administratif,marié,secondaire,non,1796,non,non,téléphone fixe,16,mars,295,1,91,2,succès,oui
61,retraité,marié,secondaire,non,5196,non,non,téléphone fixe,16,mars,244,2,95,4,autre,non
51,cadre,marié,supérieur,non,1612,non,non,mobile,16,mars,384,1,182,5,échec,non
29,cadre,célibataire,supérieur,non,874,oui,non,mobile,16,mars,231,1,181,2,succès,oui
70,retraité,marié,primaire,non,3782,non,non,mobile,16,mars,618,1,-1,0,inconnu,non
86,retraité,marié,primaire,non,1817,non,non,mobile,16,mars,272,3,-1,0,inconnu,non
64,retraité,marié,primaire,non,2140,non,non,mobile,16,mars,881,3,155,2,échec,oui
32,cadre,célibataire,supérieur,non,1619,non,non,mobile,17,mars,184,1,321,2,succès,non
28,administratif,marié,secondaire,non,897,non,non,mobile,17,mars,395,1,285,1,succès,non
35,chômeur,célibataire,secondaire,non,295,non,non,inconnu,17,mars,473,1,-1,0,inconnu,oui
31,étudiant,célibataire,supérieur,non,64,non,non,mobile,17,mars,181,2,183,3,échec,non
31,étudiant,célibataire,inconnu,non,7826,non,non,téléphone fixe,17,mars,133,7,-1,0,inconnu,non
22,indépendant,célibataire,supérieur,non,780,non,non,mobile,17,mars,272,3,-1,0,inconnu,oui
54,services,divorcé,secondaire,non,0,non,non,mobile,18,mars,362,1,290,3,succès,oui
59,retraité,marié,secondaire,non,2126,non,non,mobile,18,mars,359,1,343,1,échec,non
35,administratif,marié,secondaire,non,304,non,non,mobile,18,mars,237,1,-1,0,inconnu,oui
58,ouvrier,marié,primaire,non,1965,non,non,mobile,18,mars,125,1,-1,0,inconnu,non
27,technicien,célibataire,supérieur,non,1976,non,non,mobile,18,mars,394,2,101,1,autre,non
46,cadre,divorcé,supérieur,non,624,non,non,mobile,18,mars,420,1,276,1,autre,oui
25,ouvrier,célibataire,secondaire,non,303,non,non,mobile,18,mars,265,1,-1,0,inconnu,oui
46,cadre,marié,supérieur,non,273,oui,non,mobile,18,mars,910,2,184,4,succès,oui
59,cadre,marié,supérieur,non,3342,non,non,mobile,18,mars,467,2,188,6,autre,oui
86,retraité,marié,secondaire,non,1503,non,non,téléphone fixe,18,mars,165,3,101,1,autre,non
35,technicien,célibataire,secondaire,non,1227,non,non,mobile,18,mars,593,4,90,6,autre,oui
52,technicien,célibataire,secondaire,non,436,non,oui,inconnu,22,mars,95,1,-1,0,inconnu,oui
22,technicien,célibataire,secondaire,non,283,oui,non,mobile,22,mars,254,2,-1,0,inconnu,oui
31,cadre,célibataire,supérieur,non,3384,non,non,mobile,22,mars,247,3,187,3,succès,oui
43,cadre,divorcé,supérieur,non,2367,non,non,mobile,22,mars,173,2,181,4,succès,oui
35,cadre,célibataire,supérieur,non,5958,oui,non,mobile,22,mars,215,1,-1,0,inconnu,oui
60,administratif,marié,secondaire,non,3735,non,non,mobile,22,mars,248,1,90,10,succès,oui
37,technicien,marié,secondaire,non,1458,non,non,mobile,22,mars,344,1,326,1,succès,non
54,cadre,marié,secondaire,non,2693,non,non,mobile,22,mars,222,1,188,6,autre,oui
27,cadre,célibataire,supérieur,non,6791,non,non,téléphone fixe,22,mars,174,2,229,28,succès,non
72,retraité,marié,primaire,non,4657,non,non,téléphone fixe,23,mars,255,1,91,8,succès,oui
42,chômeur,marié,secondaire,non,0,oui,oui,mobile,23,mars,158,1,330,12,échec,non
29,indépendant,célibataire,supérieur,non,3290,non,non,mobile,23,mars,136,1,291,2,succès,oui
29,indépendant,célibataire,supérieur,non,655,non,non,mobile,23,mars,273,1,-1,0,inconnu,oui
30,étudiant,célibataire,secondaire,non,1681,non,non,mobile,23,mars,128,1,106,2,succès,oui
28,cadre,célibataire,supérieur,non,866,non,non,mobile,23,mars,191,2,-1,0,inconnu,oui
43,services,marié,secondaire,non,774,non,non,mobile,25,mars,101,1,421,1,succès,oui
37,services,marié,secondaire,non,2678,non,non,mobile,25,mars,156,1,-1,0,inconnu,oui
46,cadre,célibataire,secondaire,non,5993,non,non,mobile,25,mars,151,1,184,2,échec,non
62,cadre,marié,supérieur,non,3371,non,non,mobile,25,mars,187,1,178,2,succès,oui
20,étudiant,célibataire,inconnu,non,179,non,non,mobile,25,mars,196,3,182,3,échec,non
77,cadre,marié,supérieur,non,5619,non,non,mobile,25,mars,189,1,-1,0,inconnu,non
26,cadre,célibataire,supérieur,non,1370,non,non,mobile,25,mars,231,1,295,1,autre,non
57,cadre,marié,supérieur,non,10583,non,non,mobile,25,mars,272,1,178,6,succès,oui
58,services,marié,secondaire,non,307,non,non,téléphone fixe,25,mars,282,2,-1,0,inconnu,non
26,étudiant,marié,supérieur,non,8750,non,non,mobile,26,mars,98,2,-1,0,inconnu,non
57,femme de ménage,marié,primaire,non,780,non,non,mobile,26,mars,94,2,-1,0,inconnu,non
33,cadre,célibataire,supérieur,non,4176,non,non,mobile,26,mars,288,3,-1,0,inconnu,oui
47,cadre,célibataire,supérieur,non,334,oui,non,mobile,26,mars,360,1,326,8,échec,oui
60,retraité,marié,secondaire,non,2060,non,non,mobile,26,mars,454,1,88,3,autre,non
39,technicien,célibataire,supérieur,non,393,non,non,mobile,26,mars,281,1,-1,0,inconnu,oui
30,cadre,marié,supérieur,non,2994,oui,non,mobile,26,mars,156,1,137,1,autre,non
82,retraité,divorcé,primaire,non,1419,non,non,téléphone fixe,26,mars,139,1,-1,0,inconnu,non
59,retraité,marié,primaire,non,4007,non,non,mobile,26,mars,157,2,116,4,échec,non
72,retraité,marié,primaire,non,0,non,non,mobile,26,mars,201,3,191,3,échec,non
35,administratif,marié,supérieur,non,957,oui,non,mobile,26,mars,263,4,667,4,échec,non
70,cadre,marié,supérieur,non,1295,non,non,mobile,26,mars,698,1,-1,0,inconnu,non
30,indépendant,célibataire,supérieur,non,916,non,non,mobile,29,mars,92,2,90,2,succès,oui
36,administratif,marié,supérieur,non,1145,oui,non,mobile,29,mars,198,2,181,3,échec,non
45,technicien,marié,secondaire,non,2981,oui,oui,mobile,29,mars,88,3,311,3,échec,non
31,cadre,célibataire,supérieur,non,4319,oui,non,mobile,29,mars,515,2,334,5,échec,non
51,administratif,marié,secondaire,non,1204,non,non,mobile,29,mars,317,4,-1,0,inconnu,non
31,cadre,célibataire,supérieur,non,522,non,non,téléphone fixe,29,mars,113,4,-1,0,inconnu,non
28,administratif,célibataire,supérieur,non,832,non,non,téléphone fixe,29,mars,433,3,342,1,échec,oui
42,technicien,marié,secondaire,non,2152,non,non,mobile,30,mars,361,2,181,2,échec,non
40,administratif,marié,secondaire,non,3126,oui,non,mobile,30,mars,186,2,90,5,échec,non
57,cadre,divorcé,supérieur,non,3287,non,non,mobile,30,mars,277,2,337,1,succès,oui
23,services,célibataire,secondaire,non,488,non,non,mobile,30,mars,236,1,92,2,autre,oui
56,femme de ménage,célibataire,supérieur,non,1947,non,non,inconnu,30,mars,110,1,-1,0,inconnu,oui
31,cadre,célibataire,supérieur,non,9629,non,non,mobile,30,mars,371,1,174,4,échec,non
33,administratif,célibataire,supérieur,non,7608,non,non,mobile,30,mars,238,4,-1,0,inconnu,oui
44,administratif,divorcé,supérieur,non,558,oui,non,mobile,31,mars,262,2,-1,0,inconnu,oui
80,retraité,divorcé,primaire,non,235,non,non,mobile,31,mars,577,1,223,3,autre,oui
47,cadre,marié,supérieur,non,288,non,non,mobile,31,mars,193,1,181,1,succès,oui
27,étudiant,célibataire,secondaire,non,6036,non,non,mobile,31,mars,175,1,181,1,échec,oui
27,indépendant,célibataire,supérieur,non,1393,non,non,mobile,31,mars,382,1,271,1,échec,non
34,ouvrier,marié,primaire,non,1666,oui,non,inconnu,31,mars,30,1,-1,0,inconnu,non
26,cadre,célibataire,supérieur,non,3,oui,oui,mobile,1,avr,149,1,350,1,succès,oui
61,cadre,marié,supérieur,non,0,oui,oui,mobile,1,avr,158,1,115,2,échec,non
50,technicien,divorcé,secondaire,non,0,non,non,mobile,1,avr,280,1,184,3,succès,oui
84,retraité,marié,secondaire,non,81204,non,non,téléphone fixe,1,avr,390,1,94,3,succès,oui
86,retraité,marié,primaire,non,5236,non,non,téléphone fixe,1,avr,558,2,-1,0,inconnu,oui
33,technicien,célibataire,secondaire,non,234,non,non,mobile,1,avr,176,1,370,2,échec,non
46,cadre,marié,inconnu,non,2466,non,non,téléphone fixe,1,avr,216,3,370,1,échec,oui
26,cadre,célibataire,supérieur,non,7628,non,non,mobile,1,avr,263,1,-1,0,inconnu,non
45,technicien,marié,secondaire,non,1348,non,oui,mobile,1,avr,358,2,-1,0,inconnu,oui
60,ouvrier,marié,primaire,non,7929,non,non,inconnu,1,avr,111,1,-1,0,inconnu,oui
47,administratif,marié,secondaire,non,70,oui,non,mobile,5,avr,144,4,374,2,succès,oui
53,ouvrier,marié,secondaire,non,3079,non,non,mobile,5,avr,759,1,-1,0,inconnu,non
53,administratif,marié,secondaire,non,459,non,non,mobile,5,avr,558,1,-1,0,inconnu,oui
54,technicien,célibataire,supérieur,non,118,non,non,mobile,5,avr,280,1,-1,0,inconnu,oui
54,technicien,marié,secondaire,non,2102,oui,non,mobile,5,avr,547,1,626,2,échec,oui
34,ouvrier,marié,secondaire,non,800,non,non,mobile,5,avr,144,1,-1,0,inconnu,oui
70,retraité,marié,supérieur,non,15834,non,non,mobile,5,avr,172,3,186,1,échec,non
44,cadre,marié,secondaire,non,2897,non,non,mobile,5,avr,296,1,180,4,autre,non
19,étudiant,célibataire,secondaire,non,394,non,non,mobile,5,avr,327,3,-1,0,inconnu,oui
24,étudiant,célibataire,secondaire,non,4126,non,non,mobile,5,avr,907,4,185,7,échec,oui
49,cadre,marié,supérieur,non,3842,non,non,mobile,5,avr,163,1,186,3,échec,non
39,cadre,divorcé,supérieur,non,224,non,non,mobile,5,avr,208,1,-1,0,inconnu,oui
53,technicien,marié,supérieur,non,9001,non,non,mobile,5,avr,170,1,-1,0,inconnu,oui
50,cadre,marié,supérieur,non,5108,oui,non,mobile,5,avr,874,2,108,3,succès,non
34,administratif,divorcé,secondaire,non,961,non,non,mobile,5,avr,137,2,430,2,échec,non
29,cadre,célibataire,inconnu,non,560,non,non,mobile,5,avr,459,1,307,1,échec,oui
30,cadre,marié,supérieur,non,102,oui,non,mobile,5,avr,470,7,426,3,autre,oui
50,ouvrier,marié,primaire,non,82,non,non,téléphone fixe,5,avr,456,1,-1,0,inconnu,oui
30,technicien,célibataire,supérieur,non,2325,non,non,mobile,5,avr,270,3,241,4,autre,non
50,chômeur,marié,supérieur,non,377,non,non,mobile,6,avr,283,1,319,3,échec,non
32,cadre,célibataire,secondaire,non,1088,oui,non,mobile,6,avr,317,1,363,2,succès,oui
27,étudiant,célibataire,supérieur,non,13107,oui,non,mobile,6,avr,661,1,314,2,échec,oui
33,indépendant,célibataire,supérieur,non,562,oui,oui,mobile,6,avr,196,1,363,1,échec,oui
80,retraité,marié,secondaire,non,8304,non,non,téléphone fixe,6,avr,681,1,118,11,succès,non
33,cadre,célibataire,supérieur,non,718,oui,non,mobile,6,avr,122,1,98,2,succès,oui
57,retraité,marié,inconnu,non,230,non,non,mobile,6,avr,177,2,210,3,échec,oui
58,administratif,marié,primaire,non,1119,non,non,mobile,6,avr,122,4,341,2,échec,non
27,technicien,célibataire,supérieur,non,-67,oui,non,mobile,6,avr,604,3,236,2,échec,oui
37,administratif,marié,secondaire,non,0,oui,non,mobile,8,avr,208,3,349,2,échec,non
55,cadre,marié,supérieur,non,3848,oui,non,mobile,8,avr,222,2,-1,0,inconnu,oui
